Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Shannonnn sharpes Burner (PARODY Account),@shannonsharpeee,2024-03-27T18:57:26.000Z,True,She really thought Dana white was Joe Rogan ,663,2.6K,18K,2.9M,[],[],"['\\U0001f480', '\\U0001f480', '\\U0001f480']",https://pbs.twimg.com/profile_images/1587498569178574848/642nIF2g_normal.jpg,https://twitter.com/shannonsharpeee/status/1773061787631407142,tweet_id:1773061787631407142
Wall Street Silver,@WallStreetSilv,2024-03-27T12:30:00.000Z,True,"A ton of Cocoa is now worth more than a ton of Copper.   

What the heck is going on?   ",1.2K,2.8K,13K,2M,[],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1772964287788535842,tweet_id:1772964287788535842
Nature is Amazing,@AMAZlNGNATURE,2024-03-27T11:40:34.000Z,True,Giant alligator bends metal fence while forcing its way through,579,2.7K,27K,7.8M,[],[],[],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1772951847432577088,tweet_id:1772951847432577088
internet hall of fame,@InternetH0F,2024-03-27T12:10:03.000Z,True,still cant believe this happened,1.8K,8.3K,180K,17M,[],[],[],https://pbs.twimg.com/profile_images/1568417445211152388/YsUHG-Ea_normal.jpg,https://twitter.com/InternetH0F/status/1772959263578534079,tweet_id:1772959263578534079
Dom Lucre | Breaker of Narratives,@dom_lucre,2024-03-27T23:17:40.000Z,True,"BREAKING NEWS: Sean Diddy Combs private jet has landed in Opa-Locka Florida. Private guards with umbrellas left Puffy¡¯s property shortly before the plane landed, details are currently developing on the sex trafficking investigation. 

There is also new confirmation that the¡¦",745,3.3K,13K,6.4M,[],[],"['\\U0001f525', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1654149181517225990/loa3m-0L_normal.jpg,https://twitter.com/dom_lucre/status/1773127274591654009,tweet_id:1773127274591654009
Fascinating,@fasc1nate,2024-03-27T15:00:08.000Z,True,"An upset Michelle Phillips eating a banana during the Mamas and the Papas performance of 'California Dreaming' on the Ed Sullivan Show because they had to lip sync, 1967",307,2.2K,45K,10M,[],[],[],https://pbs.twimg.com/profile_images/1552059284086611968/l0vA92Sh_normal.jpg,https://twitter.com/fasc1nate/status/1773002067667296713,tweet_id:1773002067667296713
rare insults,@insultsrare,2024-03-27T15:00:00.000Z,True,,261,3.5K,91K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1524871375831326728/AnvqIDN2_normal.jpg,https://twitter.com/insultsrare/status/1773002036201849065,tweet_id:1773002036201849065
SK,@raptalksk,2024-03-27T19:42:04.000Z,True,my god bruh the shit in these diddy court docs is making me sick¡¦ this is just one section from the 73 pages ,489,4.8K,47K,7.5M,[],[],['\\U0001f922'],https://pbs.twimg.com/profile_images/1755910211770933248/k0N1eBZl_normal.jpg,https://twitter.com/raptalksk/status/1773073020451438814,tweet_id:1773073020451438814
Culture Critic,@Culture_Crit,2024-03-27T18:56:18.000Z,True,"Why did America destroy its own cities?

A thread... ",1K,6.7K,75K,16M,[],[],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1595924931002486786/ffRhSilk_normal.jpg,https://twitter.com/Culture_Crit/status/1773061503194653136,tweet_id:1773061503194653136
place where animal shouldn¡¯t be,@catshouldnt,2024-03-27T06:09:35.000Z,True,Man introduces his puppy to another dog in traffic..,30,356,6.7K,267K,[],[],"['\\U0001f436', '\\U0001f43e', '\\U0001f60d']",https://pbs.twimg.com/profile_images/1734504851160338432/nQTA-ZW9_normal.jpg,https://twitter.com/catshouldnt/status/1772868551344328920,tweet_id:1772868551344328920
Dont Show Your Cat,@DontShowYourCat,2024-03-27T21:58:37.000Z,True,he could only afford a sleeve,43,707,21K,271K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1773107384916873631,tweet_id:1773107384916873631
Elon Musk,@elonmusk,2024-03-28T00:39:50.000Z,True,"Going forward, all ?? accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free",11K,15K,94K,17M,[],[],[],https://pbs.twimg.com/profile_images/1683325380441128960/yRsRRjGO_normal.jpg,https://twitter.com/elonmusk/status/1773147956041978257,tweet_id:1773147956041978257
Barack Obama,@BarackObama,2024-03-27T23:20:39.000Z,True,"Joe Lieberman and I didn¡¯t always see eye-to-eye, but he had an extraordinary career in public service, including four decades spent fighting for the people of Connecticut. He also worked hard to repeal ¡°Don¡¯t Ask Don¡¯t Tell¡± and helped us pass the Affordable Care Act. In both¡¦",2.5K,5.1K,41K,4.9M,[],[],[],https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://twitter.com/BarackObama/status/1773128028547121446,tweet_id:1773128028547121446
Justin Trudeau,@JustinTrudeau,2024-03-27T17:04:52.000Z,True,Les jeunes Canadiens consacrent beaucoup de leur argent a payer leur loyer. Cela devrait compter davantage ? notamment pour leur cote de credit.,106,55,189,70K,[],[],[],https://pbs.twimg.com/profile_images/1426938479909421056/QpI3TSNn_normal.jpg,https://twitter.com/JustinTrudeau/status/1773033457255329944,tweet_id:1773033457255329944
Historic Vids,@historyinmemes,2024-03-28T01:01:00.000Z,True,This is how a flock of sheep is washed,2.5K,2.5K,25K,8.3M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1773153280593682573,tweet_id:1773153280593682573
Catturd ¢â,@catturd2,2024-03-28T00:30:00.000Z,True,Ask why they¡¯re hiding the name of the captain who hit the bridge - and you¡¯ll find all the answers.,1.9K,5.5K,29K,2.3M,[],[],[],https://pbs.twimg.com/profile_images/1043187066832650240/6iaOQ7xL_normal.jpg,https://twitter.com/catturd2/status/1773145478013612253,tweet_id:1773145478013612253
Why you should have a cat,@ShouldHaveCat,2024-03-27T12:54:16.000Z,True,baking the beans,83,2.6K,37K,1.3M,[],[],[],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1772970391054450726,tweet_id:1772970391054450726
Made In Canada,@MadelnCanada,2024-03-27T16:48:48.000Z,True,Don¡¯t worry they bring the CN Tower down for repairs once in a while,77,194,682,259K,[],[],[],https://pbs.twimg.com/profile_images/1498161430692077569/YzdDrjpM_normal.jpg,https://twitter.com/MadelnCanada/status/1773029416257413301,tweet_id:1773029416257413301
juju,@ayeejuju,2024-03-27T17:57:31.000Z,True,this happened 2 years ago today ,1.1K,4.3K,60K,5.1M,[],[],['\\U0001f480'],https://pbs.twimg.com/profile_images/1587176262094626816/C2dyZYPs_normal.jpg,https://twitter.com/ayeejuju/status/1773046709922267603,tweet_id:1773046709922267603
cat with confusing auras,@cats_ix,2024-03-27T12:41:26.000Z,False,My two mood,93,8.4K,46K,979K,[],[],[],https://pbs.twimg.com/profile_images/1748722207843389440/6H2txjRq_normal.jpg,https://twitter.com/cats_ix/status/1772967164137353723,tweet_id:1772967164137353723
JB | Polisci,@cdnpoli101,2024-03-27T17:22:34.000Z,False,"BREAKING: During an announcement in Vancouver. Prime Minister Trudeau announces a new Renters Bill of Rights which includes protections for tenants, legal funding to fight unfair practices from landlords, and your rent will now count towards your credit score/profile.",298,711,3.2K,626K,[],[],[],https://pbs.twimg.com/profile_images/1752375398988394500/wYcX50hG_normal.jpg,https://twitter.com/cdnpoli101/status/1773037911459430497,tweet_id:1773037911459430497
JPM,@MeaneyJim,2024-03-27T14:05:48.000Z,False,"Hey  supporters, so if Poilievre becomes PM, he will scrap the carbon tax and the rebates. What's he going to do to reduce Canada's carbon emissions?",1K,101,356,63K,[],['@CPC_HQ'],[],https://pbs.twimg.com/profile_images/1668446376735264768/y4j0lC4N_normal.jpg,https://twitter.com/MeaneyJim/status/1772988394521440699,tweet_id:1772988394521440699
Elon Musk,@elonmusk,2024-03-28T00:39:50.000Z,True,"Going forward, all ?? accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free",11K,15K,94K,17M,[],[],[],https://pbs.twimg.com/profile_images/1683325380441128960/yRsRRjGO_normal.jpg,https://twitter.com/elonmusk/status/1773147956041978257,tweet_id:1773147956041978257
Barack Obama,@BarackObama,2024-03-27T23:20:39.000Z,True,"Joe Lieberman and I didn¡¯t always see eye-to-eye, but he had an extraordinary career in public service, including four decades spent fighting for the people of Connecticut. He also worked hard to repeal ¡°Don¡¯t Ask Don¡¯t Tell¡± and helped us pass the Affordable Care Act. In both¡¦",2.5K,5.1K,41K,4.9M,[],[],[],https://pbs.twimg.com/profile_images/1329647526807543809/2SGvnHYV_normal.jpg,https://twitter.com/BarackObama/status/1773128028547121446,tweet_id:1773128028547121446
Justin Trudeau,@JustinTrudeau,2024-03-27T17:04:52.000Z,True,Les jeunes Canadiens consacrent beaucoup de leur argent a payer leur loyer. Cela devrait compter davantage ? notamment pour leur cote de credit.,106,55,189,70K,[],[],[],https://pbs.twimg.com/profile_images/1426938479909421056/QpI3TSNn_normal.jpg,https://twitter.com/JustinTrudeau/status/1773033457255329944,tweet_id:1773033457255329944
Historic Vids,@historyinmemes,2024-03-28T01:01:00.000Z,True,This is how a flock of sheep is washed,2.5K,2.6K,25K,8.4M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1773153280593682573,tweet_id:1773153280593682573
Catturd ¢â,@catturd2,2024-03-28T00:30:00.000Z,True,Ask why they¡¯re hiding the name of the captain who hit the bridge - and you¡¯ll find all the answers.,1.9K,5.5K,29K,2.3M,[],[],[],https://pbs.twimg.com/profile_images/1043187066832650240/6iaOQ7xL_normal.jpg,https://twitter.com/catturd2/status/1773145478013612253,tweet_id:1773145478013612253
Why you should have a cat,@ShouldHaveCat,2024-03-27T12:54:16.000Z,True,baking the beans,83,2.6K,37K,1.3M,[],[],[],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1772970391054450726,tweet_id:1772970391054450726
Dont Show Your Cat,@DontShowYourCat,2024-03-27T21:58:37.000Z,True,he could only afford a sleeve,43,707,21K,272K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1773107384916873631,tweet_id:1773107384916873631
SK,@raptalksk,2024-03-27T19:42:04.000Z,True,my god bruh the shit in these diddy court docs is making me sick¡¦ this is just one section from the 73 pages ,489,4.8K,47K,7.5M,[],[],['\\U0001f922'],https://pbs.twimg.com/profile_images/1755910211770933248/k0N1eBZl_normal.jpg,https://twitter.com/raptalksk/status/1773073020451438814,tweet_id:1773073020451438814
Culture Critic,@Culture_Crit,2024-03-27T18:56:18.000Z,True,"Why did America destroy its own cities?

A thread... ",1K,6.7K,75K,16M,[],[],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1595924931002486786/ffRhSilk_normal.jpg,https://twitter.com/Culture_Crit/status/1773061503194653136,tweet_id:1773061503194653136
place where animal shouldn¡¯t be,@catshouldnt,2024-03-27T06:09:35.000Z,True,Man introduces his puppy to another dog in traffic..,30,356,6.7K,267K,[],[],"['\\U0001f436', '\\U0001f43e', '\\U0001f60d']",https://pbs.twimg.com/profile_images/1734504851160338432/nQTA-ZW9_normal.jpg,https://twitter.com/catshouldnt/status/1772868551344328920,tweet_id:1772868551344328920
rare insults,@insultsrare,2024-03-27T15:00:00.000Z,True,,261,3.5K,91K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1524871375831326728/AnvqIDN2_normal.jpg,https://twitter.com/insultsrare/status/1773002036201849065,tweet_id:1773002036201849065
internet hall of fame,@InternetH0F,2024-03-27T12:10:03.000Z,True,still cant believe this happened,1.8K,8.3K,180K,17M,[],[],[],https://pbs.twimg.com/profile_images/1568417445211152388/YsUHG-Ea_normal.jpg,https://twitter.com/InternetH0F/status/1772959263578534079,tweet_id:1772959263578534079
Dom Lucre | Breaker of Narratives,@dom_lucre,2024-03-27T23:17:40.000Z,True,"BREAKING NEWS: Sean Diddy Combs private jet has landed in Opa-Locka Florida. Private guards with umbrellas left Puffy¡¯s property shortly before the plane landed, details are currently developing on the sex trafficking investigation. 

There is also new confirmation that the¡¦",745,3.3K,13K,6.4M,[],[],"['\\U0001f525', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1654149181517225990/loa3m-0L_normal.jpg,https://twitter.com/dom_lucre/status/1773127274591654009,tweet_id:1773127274591654009
Fascinating,@fasc1nate,2024-03-27T15:00:08.000Z,True,"An upset Michelle Phillips eating a banana during the Mamas and the Papas performance of 'California Dreaming' on the Ed Sullivan Show because they had to lip sync, 1967",307,2.2K,45K,10M,[],[],[],https://pbs.twimg.com/profile_images/1552059284086611968/l0vA92Sh_normal.jpg,https://twitter.com/fasc1nate/status/1773002067667296713,tweet_id:1773002067667296713
Nature is Amazing,@AMAZlNGNATURE,2024-03-27T11:40:34.000Z,True,Giant alligator bends metal fence while forcing its way through,579,2.7K,28K,7.8M,[],[],[],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1772951847432577088,tweet_id:1772951847432577088
R A W S A L E R T S,@rawsalerts,2024-03-27T23:22:48.000Z,True,"#BREAKING: Police are on the scene after a male suspect went on a mass stabbing spree, injuring numerous people and resulting in multiple fatalities.#Rockford | #IllinoisCurrently, numerous law enforcement and other agencies are on the scene in a Rockford, Illinois¡¦",1.1K,2.7K,6.4K,1.5M,"['#BREAKING', '#Rockford', '#Illinois']",[],"['\\U0001f6a8', '\\U0001f4cc']",https://pbs.twimg.com/profile_images/1603089247313035264/ZRPrAxM1_normal.jpg,https://twitter.com/rawsalerts/status/1773128569310302511,tweet_id:1773128569310302511
Shannonnn sharpes Burner (PARODY Account),@shannonsharpeee,2024-03-27T18:57:26.000Z,True,She really thought Dana white was Joe Rogan ,663,2.6K,19K,2.9M,[],[],"['\\U0001f480', '\\U0001f480', '\\U0001f480']",https://pbs.twimg.com/profile_images/1587498569178574848/642nIF2g_normal.jpg,https://twitter.com/shannonsharpeee/status/1773061787631407142,tweet_id:1773061787631407142
Wall Street Silver,@WallStreetSilv,2024-03-27T12:30:00.000Z,True,"A ton of Cocoa is now worth more than a ton of Copper.   

What the heck is going on?   ",1.2K,2.8K,13K,2M,[],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1772964287788535842,tweet_id:1772964287788535842
i like food,@messedupfoods,2024-03-27T04:43:00.000Z,True,,82,4.6K,66K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1585611313107066880/Q3VEf0bc_normal.jpg,https://twitter.com/messedupfoods/status/1772846760282456538,tweet_id:1772846760282456538
Discord Messages With Threatening Auras,@discordthreats,2024-03-27T12:23:05.000Z,True,,196,4K,116K,3.3M,[],[],[],https://pbs.twimg.com/profile_images/1394488763770830854/ti3isZRf_normal.jpg,https://twitter.com/discordthreats/status/1772962544551903633,tweet_id:1772962544551903633
Dexerto,@Dexerto,2024-03-27T17:48:22.000Z,True,7-Eleven is releasing hot dog flavored water,1.9K,7.9K,36K,7.4M,[],[],[],https://pbs.twimg.com/profile_images/1714301666445402112/5U5myYFv_normal.jpg,https://twitter.com/Dexerto/status/1773044404233625908,tweet_id:1773044404233625908
Buitengebieden,@buitengebieden,2024-03-27T18:33:52.000Z,True,Meeting your favorite character.. ,93,1.2K,16K,694K,[],[],['\\U0001f60a'],https://pbs.twimg.com/profile_images/1130022182971760640/FlbICzEn_normal.jpg,https://twitter.com/buitengebieden/status/1773055857489526966,tweet_id:1773055857489526966
Ed Krassenstein,@EdKrassen,2024-03-27T15:03:22.000Z,True,"BREAKING:  Police audio has been released that captures dispatchers discussing with officers the approaching container ship and the subsequent collapse of the Francis Scott Key Bridge in Baltimore.

In the audio, you can hear an officer trying his best to get the traffic stopped¡¦",456,931,7.7K,4.5M,[],[],[],https://pbs.twimg.com/profile_images/1700155431757193216/4iMzq_Tk_normal.jpg,https://twitter.com/EdKrassen/status/1773002881320243242,tweet_id:1773002881320243242
Tweets of Cats,@TweetsOfCats,2024-03-27T10:37:34.000Z,True,Goodmorning,92,1.9K,36K,780K,[],[],[],https://pbs.twimg.com/profile_images/1623992191268839424/afgp0HTj_normal.jpg,https://twitter.com/TweetsOfCats/status/1772935989545123943,tweet_id:1772935989545123943
Oli London,@OliLondonTV,2024-03-27T23:30:18.000Z,True,"Canada¡¯s Deputy Prime Minister Chrystia Freeland exhibits bizarre behavior at a press conference in a community center in Vancouver. 

Freeland repeatedly twitches and displays erratic body movements while she stands next to Trudeau.  ",2.2K,1.1K,4.4K,1.4M,[],['@bobmackin'],['\\U0001f3a5'],https://pbs.twimg.com/profile_images/1744796934873677824/z4lecWAF_normal.jpg,https://twitter.com/OliLondonTV/status/1773130455639785555,tweet_id:1773130455639785555
ShitpostGateway,@ShitpostGate,2024-03-27T13:04:45.000Z,True,,108,1.8K,54K,2M,[],[],[],https://pbs.twimg.com/profile_images/1655280202824417287/XGiBiQze_normal.jpg,https://twitter.com/ShitpostGate/status/1772973030848794822,tweet_id:1772973030848794822
Figen,@TheFigen_,2024-03-27T16:29:31.000Z,True,The dog didn¡¯t notice first that mom is in the room......that look! ,519,4.1K,58K,4.2M,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1645880810958929921/8mi_I17M_normal.jpg,https://twitter.com/TheFigen_/status/1773024560742318585,tweet_id:1773024560742318585
Andy Ngo,@MrAndyNgo,2024-03-27T19:04:14.000Z,True,Breaking: Graphic bystander video captured a masked black male stabbing a person repeatedly on a moving train in London. The train was traveling between Shortlands and Beckenham station toward Victoria Station. A nearby school was placed on lockdown. The person who was stabbed¡¦,3.8K,6.8K,17K,6.3M,[],[],[],https://pbs.twimg.com/profile_images/1265070746931302401/2w71OcJP_normal.jpg,https://twitter.com/MrAndyNgo/status/1773063496445407363,tweet_id:1773063496445407363
